task_id,representation,band_code,band,batch_code,heldout_fold,record_count,category_count,model_count,uav_record_count,uav_present,bird_record_count,bird_present,weather_record_count,weather_present
hrrp_x_category,HRRP,2,X,731,3,24,2,2,0,False,22,True,2,True
hrrp_x_category,HRRP,2,X,815,3,86,1,1,86,True,0,False,0,False
hrrp_x_category,HRRP,2,X,840,1,6,2,2,0,False,4,True,2,True
hrrp_x_category,HRRP,2,X,844,4,309,1,1,309,True,0,False,0,False
hrrp_x_category,HRRP,2,X,853,4,42,1,1,0,False,0,False,42,True
hrrp_x_category,HRRP,2,X,909,5,27,1,1,27,True,0,False,0,False
hrrp_x_category,HRRP,2,X,948,5,220,2,2,0,False,193,True,27,True
hrrp_x_category,HRRP,2,X,976,4,54,1,1,0,False,54,True,0,False
hrrp_x_category,HRRP,2,X,994,5,100,2,2,0,False,25,True,75,True
narrow_x_category,Narrow,2,X,1,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,2,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,3,2,9,1,1,0,False,0,False,9,True
narrow_x_category,Narrow,2,X,4,1,42,2,2,27,True,0,False,15,True
narrow_x_category,Narrow,2,X,5,3,91,2,2,70,True,0,False,21,True
narrow_x_category,Narrow,2,X,6,4,10,1,1,0,False,0,False,10,True
narrow_x_category,Narrow,2,X,7,5,14,1,1,0,False,0,False,14,True
narrow_x_category,Narrow,2,X,8,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,9,1,31,1,1,0,False,0,False,31,True
narrow_x_category,Narrow,2,X,10,3,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,11,4,30,1,1,0,False,0,False,30,True
narrow_x_category,Narrow,2,X,12,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,13,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,14,5,53,2,2,36,True,0,False,17,True
narrow_x_category,Narrow,2,X,15,4,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,16,4,256,2,2,240,True,0,False,16,True
narrow_x_category,Narrow,2,X,17,3,216,2,2,202,True,0,False,14,True
narrow_x_category,Narrow,2,X,18,1,47,2,2,21,True,0,False,26,True
narrow_x_category,Narrow,2,X,19,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,20,1,34,1,1,0,False,0,False,34,True
narrow_x_category,Narrow,2,X,21,2,156,2,2,143,True,0,False,13,True
narrow_x_category,Narrow,2,X,22,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,23,3,21,1,1,0,False,0,False,21,True
narrow_x_category,Narrow,2,X,24,2,134,2,2,91,True,0,False,43,True
narrow_x_category,Narrow,2,X,25,1,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,26,1,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,27,1,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,28,3,46,1,1,0,False,0,False,46,True
narrow_x_category,Narrow,2,X,29,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,30,5,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,31,1,25,1,1,0,False,0,False,25,True
narrow_x_category,Narrow,2,X,32,4,176,2,2,148,True,0,False,28,True
narrow_x_category,Narrow,2,X,33,2,208,2,2,192,True,0,False,16,True
narrow_x_category,Narrow,2,X,34,1,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,35,1,22,1,1,0,False,0,False,22,True
narrow_x_category,Narrow,2,X,36,4,37,2,2,17,True,0,False,20,True
narrow_x_category,Narrow,2,X,37,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,38,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,39,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,40,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,41,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,42,4,40,2,2,6,True,0,False,34,True
narrow_x_category,Narrow,2,X,43,5,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,44,3,94,2,2,60,True,0,False,34,True
narrow_x_category,Narrow,2,X,45,5,42,1,1,0,False,0,False,42,True
narrow_x_category,Narrow,2,X,46,2,34,1,1,0,False,0,False,34,True
narrow_x_category,Narrow,2,X,47,1,25,1,1,0,False,0,False,25,True
narrow_x_category,Narrow,2,X,48,4,33,1,1,0,False,0,False,33,True
narrow_x_category,Narrow,2,X,49,1,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,50,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,51,4,32,1,1,0,False,0,False,32,True
narrow_x_category,Narrow,2,X,52,1,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,53,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,54,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,55,5,37,1,1,0,False,0,False,37,True
narrow_x_category,Narrow,2,X,56,2,31,1,1,0,False,0,False,31,True
narrow_x_category,Narrow,2,X,57,3,32,1,1,0,False,0,False,32,True
narrow_x_category,Narrow,2,X,58,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,59,3,31,1,1,0,False,0,False,31,True
narrow_x_category,Narrow,2,X,60,2,16,2,2,4,True,0,False,12,True
narrow_x_category,Narrow,2,X,61,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,62,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,63,5,43,1,1,0,False,0,False,43,True
narrow_x_category,Narrow,2,X,64,2,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,65,5,38,1,1,0,False,0,False,38,True
narrow_x_category,Narrow,2,X,66,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,67,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,68,1,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,69,3,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,70,1,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,71,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,72,4,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,73,4,29,1,1,0,False,0,False,29,True
narrow_x_category,Narrow,2,X,74,5,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,75,4,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,76,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,77,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,78,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,79,4,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,80,1,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,81,2,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,82,4,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,83,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,84,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,85,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,86,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,87,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,88,3,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,89,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,90,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,91,3,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,92,3,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,93,1,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,94,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,95,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,96,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,97,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,98,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,99,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,100,5,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,101,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,102,4,11,1,1,0,False,0,False,11,True
narrow_x_category,Narrow,2,X,103,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,104,3,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,105,1,13,1,1,0,False,0,False,13,True
narrow_x_category,Narrow,2,X,106,5,101,2,2,81,True,0,False,20,True
narrow_x_category,Narrow,2,X,107,5,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,108,1,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,109,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,110,4,14,1,1,0,False,0,False,14,True
narrow_x_category,Narrow,2,X,111,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,112,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,113,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,114,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,115,3,22,1,1,0,False,0,False,22,True
narrow_x_category,Narrow,2,X,116,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,117,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,118,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,119,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,120,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,121,3,41,2,2,0,False,21,True,20,True
narrow_x_category,Narrow,2,X,122,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,123,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,124,1,14,1,1,0,False,0,False,14,True
narrow_x_category,Narrow,2,X,125,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,126,4,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,127,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,128,2,11,1,1,0,False,0,False,11,True
narrow_x_category,Narrow,2,X,129,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,130,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,131,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,132,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,133,4,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,134,5,298,2,2,283,True,0,False,15,True
narrow_x_category,Narrow,2,X,135,1,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,136,2,32,1,1,0,False,0,False,32,True
narrow_x_category,Narrow,2,X,137,4,31,1,1,0,False,0,False,31,True
narrow_x_category,Narrow,2,X,138,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,139,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,140,1,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,141,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,142,3,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,143,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,144,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,145,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,146,2,38,1,1,0,False,0,False,38,True
narrow_x_category,Narrow,2,X,147,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,148,4,267,2,2,0,False,248,True,19,True
narrow_x_category,Narrow,2,X,149,4,33,1,1,0,False,0,False,33,True
narrow_x_category,Narrow,2,X,150,5,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,151,2,30,1,1,0,False,0,False,30,True
narrow_x_category,Narrow,2,X,152,3,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,153,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,154,5,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,155,5,10,1,1,0,False,0,False,10,True
narrow_x_category,Narrow,2,X,156,5,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,157,4,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,158,1,22,1,1,0,False,0,False,22,True
narrow_x_category,Narrow,2,X,159,3,26,1,1,0,False,0,False,26,True
narrow_x_category,Narrow,2,X,160,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,161,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,162,1,13,1,1,0,False,0,False,13,True
narrow_x_category,Narrow,2,X,163,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,164,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,165,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,166,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,167,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,168,1,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,169,2,27,1,1,0,False,0,False,27,True
narrow_x_category,Narrow,2,X,170,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,171,1,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,172,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,173,5,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,174,5,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,175,2,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,176,3,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,177,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,178,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,179,1,30,1,1,0,False,0,False,30,True
narrow_x_category,Narrow,2,X,180,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,181,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,182,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,183,4,14,1,1,0,False,0,False,14,True
narrow_x_category,Narrow,2,X,184,1,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,185,4,25,1,1,0,False,0,False,25,True
narrow_x_category,Narrow,2,X,186,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,187,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,188,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,189,3,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,190,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,191,3,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,192,5,10,1,1,0,False,0,False,10,True
narrow_x_category,Narrow,2,X,193,5,6,1,1,0,False,0,False,6,True
narrow_x_category,Narrow,2,X,194,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,195,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,196,5,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,197,5,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,198,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,199,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,200,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,201,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,202,5,32,2,2,12,True,0,False,20,True
narrow_x_category,Narrow,2,X,203,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,204,2,17,1,1,0,False,0,False,17,True
narrow_x_category,Narrow,2,X,205,1,17,1,1,0,False,0,False,17,True
narrow_x_category,Narrow,2,X,206,2,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,207,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,208,2,18,1,1,0,False,0,False,18,True
narrow_x_category,Narrow,2,X,209,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,210,2,11,1,1,0,False,0,False,11,True
narrow_x_category,Narrow,2,X,211,1,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,212,3,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,213,4,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,214,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,215,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,216,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,217,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,218,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,219,3,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,220,3,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,221,1,17,1,1,0,False,0,False,17,True
narrow_x_category,Narrow,2,X,222,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,223,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,224,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,225,4,23,1,1,0,False,0,False,23,True
narrow_x_category,Narrow,2,X,226,5,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,227,4,19,1,1,0,False,0,False,19,True
narrow_x_category,Narrow,2,X,228,4,28,1,1,0,False,0,False,28,True
narrow_x_category,Narrow,2,X,229,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,230,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,231,5,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,232,3,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,233,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,234,3,14,2,2,2,True,0,False,12,True
narrow_x_category,Narrow,2,X,235,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,236,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,237,3,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,238,2,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,239,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,240,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,241,1,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,242,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,243,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,244,2,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,245,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,246,2,34,2,2,0,False,18,True,16,True
narrow_x_category,Narrow,2,X,247,5,240,2,2,0,False,232,True,8,True
narrow_x_category,Narrow,2,X,248,4,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,249,2,18,2,2,4,True,0,False,14,True
narrow_x_category,Narrow,2,X,250,2,24,1,1,0,False,0,False,24,True
narrow_x_category,Narrow,2,X,251,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,252,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,253,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,254,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,255,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,256,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,257,3,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,258,4,15,1,1,0,False,0,False,15,True
narrow_x_category,Narrow,2,X,259,5,11,1,1,0,False,0,False,11,True
narrow_x_category,Narrow,2,X,260,4,11,1,1,0,False,0,False,11,True
narrow_x_category,Narrow,2,X,261,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,262,1,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,263,3,6,1,1,0,False,0,False,6,True
narrow_x_category,Narrow,2,X,264,3,3,1,1,0,False,0,False,3,True
narrow_x_category,Narrow,2,X,265,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,266,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,267,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,268,1,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,269,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,270,1,11,2,2,3,True,0,False,8,True
narrow_x_category,Narrow,2,X,271,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,272,5,20,1,1,0,False,0,False,20,True
narrow_x_category,Narrow,2,X,273,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,274,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,275,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,276,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,277,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,278,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,279,1,67,2,2,0,False,63,True,4,True
narrow_x_category,Narrow,2,X,280,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,281,3,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,282,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,283,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,284,1,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,285,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,286,3,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,287,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,288,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,289,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,290,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,291,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,292,4,26,2,2,22,True,0,False,4,True
narrow_x_category,Narrow,2,X,293,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,294,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,295,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,296,5,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,297,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,299,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,300,4,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,301,3,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,302,5,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,303,1,109,2,2,0,False,101,True,8,True
narrow_x_category,Narrow,2,X,304,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,305,3,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,306,5,16,1,1,0,False,0,False,16,True
narrow_x_category,Narrow,2,X,307,5,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,308,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,309,4,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,310,2,6,1,1,0,False,0,False,6,True
narrow_x_category,Narrow,2,X,311,2,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,312,5,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,313,5,8,1,1,0,False,0,False,8,True
narrow_x_category,Narrow,2,X,314,1,4,1,1,0,False,0,False,4,True
narrow_x_category,Narrow,2,X,315,5,7,1,1,0,False,0,False,7,True
narrow_x_category,Narrow,2,X,316,3,12,1,1,0,False,0,False,12,True
narrow_x_category,Narrow,2,X,317,2,8,1,1,0,False,0,False,8,True
