current_split,class_name,target_present,sample_id,source_file_raw,exact_group,timestamp,timestamp_iso,mat_path,label_path,file_size_bytes,sha256,class_group_key,session_gap30,session_gap60,session_gap120,session_gap300
train,background,0,20260204_100739_beam2_az028,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az028.mat,,108497,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az037,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az037.mat,,100228,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az046,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az046.mat,,109030,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az055,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az055.mat,,105895,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az064,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az064.mat,,111502,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az073,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az073.mat,,107924,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az082,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az082.mat,,101050,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az091,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az091.mat,,110710,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az100,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az100.mat,,98847,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az109,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az109.mat,,109467,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az118,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az118.mat,,108008,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az127,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az127.mat,,106673,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az136,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az136.mat,,111274,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az145,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az145.mat,,108277,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az154,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az154.mat,,106520,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az172,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az172.mat,,108730,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az181,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az181.mat,,105451,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az199,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az199.mat,,107966,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az208,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az208.mat,,95801,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az217,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az217.mat,,105487,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam2_az235,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az235.mat,,108179,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az010,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az010.mat,,103711,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az028,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az028.mat,,105847,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az037,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az037.mat,,104848,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az055,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az055.mat,,108444,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az073,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az073.mat,,109434,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az100,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az100.mat,,96234,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az127,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az127.mat,,107810,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az136,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az136.mat,,108028,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az145,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az145.mat,,109655,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az163,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az163.mat,,104952,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az172,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az172.mat,,104454,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az190,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az190.mat,,102784,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az199,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az199.mat,,108643,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az208,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az208.mat,,91534,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az217,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az217.mat,,106814,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az226,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az226.mat,,100140,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az235,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az235.mat,,108526,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az253,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az253.mat,,104037,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam3_az262,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az262.mat,,94306,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az001,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az001.mat,,114203,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az010,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az010.mat,,104286,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az019,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az019.mat,,114001,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az037,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az037.mat,,110003,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az064,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az064.mat,,107395,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az073,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az073.mat,,113637,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az100,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az100.mat,,97672,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az109,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az109.mat,,113212,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az118,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az118.mat,,104597,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az127,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az127.mat,,111799,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az136,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az136.mat,,107859,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az145,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az145.mat,,113753,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az154,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az154.mat,,104796,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
train,background,0,20260204_100739_beam4_az172,20260204_100739,20260204_100739,20260204_100739,2026-02-04T10:07:39,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az172.mat,,102542,,background::20260204_100739,background_session_gap30_001,background_session_gap60_001,background_session_gap120_001,background_session_gap300_001
