key_type,key_value,fold_presence_count,train_count,val_count,test_count,mixed_role_fold_count,expected_train_count_if_complete_cv,expected_val_count_if_complete_cv,expected_test_count_if_complete_cv,fold_01_role,fold_02_role,fold_03_role,fold_04_role,fold_05_role,fold_06_role,complete_fold_presence,rotation_ok
sample,20260204_100826_beam2_az010,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az019,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az028,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az037,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az046,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az055,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az064,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az073,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az082,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az091,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az100,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az109,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az118,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az127,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az136,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az145,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az154,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az163,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az172,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az181,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az190,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam2_az199,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az001,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az010,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az019,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az028,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az037,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az046,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az055,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az064,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az073,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az082,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az091,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az100,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az109,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az118,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az127,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az136,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az145,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az154,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az163,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az172,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az181,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az190,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam3_az199,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az001,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az010,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az019,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az028,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az037,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az046,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az055,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az064,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az073,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az082,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az091,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az100,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az109,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az118,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az127,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az136,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az145,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az154,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az163,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az172,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az181,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az190,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam4_az199,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az001,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az010,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az019,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az028,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az037,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az046,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az055,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az064,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az073,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az082,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az091,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az100,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az109,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az118,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az127,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az136,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az145,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az154,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az163,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az172,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az181,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az190,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100826_beam5_az199,6,4,1,1,0,4,1,1,train,val,test,train,train,train,True,True
sample,20260204_100845_beam1_az001,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az010,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az019,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az028,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az037,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az046,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az055,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az064,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az073,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az082,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az091,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az100,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az109,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az118,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az127,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az136,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az145,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az154,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az163,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az172,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az181,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az190,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az199,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az208,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az217,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az226,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az235,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az244,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az253,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam1_az262,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az001,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az010,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az019,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az028,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az037,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az046,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az055,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az064,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az073,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az082,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az091,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az100,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az109,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az118,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az127,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az136,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az145,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az154,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az163,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az172,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az181,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az190,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az199,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az208,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az217,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az226,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az235,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az244,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az253,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam2_az262,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az001,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az010,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az019,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az028,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az037,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az046,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az055,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az064,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az073,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az082,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az091,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az100,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az109,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az118,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az127,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az136,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az145,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az154,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az163,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az172,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az181,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az190,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az199,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az208,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az217,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az226,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az235,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az244,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az253,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam3_az262,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az001,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az010,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az019,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az028,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az037,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az046,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az055,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az064,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az073,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az082,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az091,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az100,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az109,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az118,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az127,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az136,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az145,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az154,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az163,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az172,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az181,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az190,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az199,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az208,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az217,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az226,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az235,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az244,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az253,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam4_az262,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az001,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az010,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az019,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az028,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az037,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az046,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az055,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az064,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az073,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az082,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az091,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az100,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az109,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az118,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az127,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az136,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az145,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az154,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az163,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az172,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az181,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az190,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az199,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az208,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az217,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az226,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az235,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az244,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az253,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100845_beam5_az262,6,4,1,1,0,4,1,1,train,train,val,test,train,train,True,True
sample,20260204_100908_beam1_az001,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az010,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az019,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az028,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az037,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az046,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az055,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az064,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az073,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az082,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az091,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az100,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az109,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
sample,20260204_100908_beam1_az118,6,4,1,1,0,4,1,1,train,train,train,val,test,train,True,True
