fold,manifest_path,manifest_row,split,sample_id,mat_path,label_path,source_file,target,sample_key,scan_group,mat_basename,mat_stem,label_basename,source_basename,mat_sha256,label_sha256
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,10,train,20260204_100826_beam1_az091,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az091.mat,,20260204_100826,0,20260204_100826_beam1_az091,20260204_100826,20260204_100826_beam1_az091.mat,20260204_100826_beam1_az091,,20260204_100826,3138dccfcd990e3f99baf8224aaed5548b1fcd2511c843ecf03ef2a7ddc2c68e,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,11,train,20260204_100826_beam1_az100,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az100.mat,,20260204_100826,0,20260204_100826_beam1_az100,20260204_100826,20260204_100826_beam1_az100.mat,20260204_100826_beam1_az100,,20260204_100826,770005290861b69685bf2326eb491fc78c635f3db27d0f344ea9ec02b6cb99ea,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,12,train,20260204_100826_beam1_az109,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az109.mat,,20260204_100826,0,20260204_100826_beam1_az109,20260204_100826,20260204_100826_beam1_az109.mat,20260204_100826_beam1_az109,,20260204_100826,99880d9e0fef2d70acdd7c0b625b719342ed80470b9b4247d3dbcebc244b8038,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,13,train,20260204_100826_beam1_az118,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az118.mat,,20260204_100826,0,20260204_100826_beam1_az118,20260204_100826,20260204_100826_beam1_az118.mat,20260204_100826_beam1_az118,,20260204_100826,d65b2892f409f2ed042782e4eef0e9b18cbccd94ff35c376b1f3b7e56b6e61d4,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,14,train,20260204_100826_beam1_az127,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az127.mat,,20260204_100826,0,20260204_100826_beam1_az127,20260204_100826,20260204_100826_beam1_az127.mat,20260204_100826_beam1_az127,,20260204_100826,3bf26ff74bf6f9a49d52f2f3649f7a8d20cfdf1ce1ad12b731900f8122f2a2f5,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,15,train,20260204_100826_beam1_az136,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az136.mat,,20260204_100826,0,20260204_100826_beam1_az136,20260204_100826,20260204_100826_beam1_az136.mat,20260204_100826_beam1_az136,,20260204_100826,972326ce091018e1f3422246f563696732648dd85431ce4434bfdb13dd1a5f7d,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,16,train,20260204_100826_beam1_az145,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az145.mat,,20260204_100826,0,20260204_100826_beam1_az145,20260204_100826,20260204_100826_beam1_az145.mat,20260204_100826_beam1_az145,,20260204_100826,59cb7048e0a970fa1e9c92506284c5acd0ddec74750b140d245d13744dc5fad9,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,17,train,20260204_100826_beam1_az154,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az154.mat,,20260204_100826,0,20260204_100826_beam1_az154,20260204_100826,20260204_100826_beam1_az154.mat,20260204_100826_beam1_az154,,20260204_100826,9568854aa4cd95a1f5ccb2ab002f31d540d7603ce5d2afbbd09c7ca3529d4e03,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,18,train,20260204_100826_beam1_az163,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az163.mat,,20260204_100826,0,20260204_100826_beam1_az163,20260204_100826,20260204_100826_beam1_az163.mat,20260204_100826_beam1_az163,,20260204_100826,cacaffe475867e5ac62e6122159f90373c9717afe4a8d026790edd241f462b84,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,19,train,20260204_100826_beam1_az172,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az172.mat,,20260204_100826,0,20260204_100826_beam1_az172,20260204_100826,20260204_100826_beam1_az172.mat,20260204_100826_beam1_az172,,20260204_100826,3417775394867e11b9200f52714a8f4105984beb2e356c5d8d543f3a62f038ef,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,20,train,20260204_100826_beam1_az181,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az181.mat,,20260204_100826,0,20260204_100826_beam1_az181,20260204_100826,20260204_100826_beam1_az181.mat,20260204_100826_beam1_az181,,20260204_100826,b97ab7951a7062a3536a6b53fe7978d984d8ee060e64b8b6db631b1c254c5550,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,21,train,20260204_100826_beam1_az190,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az190.mat,,20260204_100826,0,20260204_100826_beam1_az190,20260204_100826,20260204_100826_beam1_az190.mat,20260204_100826_beam1_az190,,20260204_100826,4e7b34c3e8cab7f155bbd69e988f17ad45b6f15f3d9067be45fe30cf9b9170b8,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,22,train,20260204_100826_beam1_az199,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az199.mat,,20260204_100826,0,20260204_100826_beam1_az199,20260204_100826,20260204_100826_beam1_az199.mat,20260204_100826_beam1_az199,,20260204_100826,258b2f7b1bec530989443dae77da1fbd82acd6b9299a92fa28a9a3f67ceb09ba,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,23,train,20260204_100826_beam2_az001,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az001.mat,,20260204_100826,0,20260204_100826_beam2_az001,20260204_100826,20260204_100826_beam2_az001.mat,20260204_100826_beam2_az001,,20260204_100826,38dbca2c554298d9370ef8203f4929cacb93f672db490d0934a21e468ea256ac,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,24,train,20260204_100826_beam2_az010,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az010.mat,,20260204_100826,0,20260204_100826_beam2_az010,20260204_100826,20260204_100826_beam2_az010.mat,20260204_100826_beam2_az010,,20260204_100826,44701ce96dfa39cc9ddd315c73f0356475d2cc7d8c7c149274639383f71855ad,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,25,train,20260204_100826_beam2_az019,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az019.mat,,20260204_100826,0,20260204_100826_beam2_az019,20260204_100826,20260204_100826_beam2_az019.mat,20260204_100826_beam2_az019,,20260204_100826,24d12aa0fbc4c3a28026b9c146ef4bc2dd017a777d49adbcbd8576020c3002c7,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,26,train,20260204_100826_beam2_az028,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az028.mat,,20260204_100826,0,20260204_100826_beam2_az028,20260204_100826,20260204_100826_beam2_az028.mat,20260204_100826_beam2_az028,,20260204_100826,8df915692859008d348c3f9ec6a25d08e0bec07651b7e43d666239e4e31de879,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,27,train,20260204_100826_beam2_az037,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az037.mat,,20260204_100826,0,20260204_100826_beam2_az037,20260204_100826,20260204_100826_beam2_az037.mat,20260204_100826_beam2_az037,,20260204_100826,5a701371b73ca4490aa4a3be05c43b32c41fbce5e57e1bd090d0b967ed1db8cd,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,28,train,20260204_100826_beam2_az046,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az046.mat,,20260204_100826,0,20260204_100826_beam2_az046,20260204_100826,20260204_100826_beam2_az046.mat,20260204_100826_beam2_az046,,20260204_100826,8af83b1cd37fb1fa0a25cb188725c5df36f5c2150d1dc6bc0ea30a1e3adbd874,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,29,train,20260204_100826_beam2_az055,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az055.mat,,20260204_100826,0,20260204_100826_beam2_az055,20260204_100826,20260204_100826_beam2_az055.mat,20260204_100826_beam2_az055,,20260204_100826,6e65758d8a043c1f23d787eb6bdab071668b6a43e08cf1cb32c7e0d8cda99f66,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,30,train,20260204_100826_beam2_az064,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az064.mat,,20260204_100826,0,20260204_100826_beam2_az064,20260204_100826,20260204_100826_beam2_az064.mat,20260204_100826_beam2_az064,,20260204_100826,581b4d4bd6b71e8a8a9220cadfc69e662d93b90052ca2b8985c444f3b3fc3966,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,31,train,20260204_100826_beam2_az073,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az073.mat,,20260204_100826,0,20260204_100826_beam2_az073,20260204_100826,20260204_100826_beam2_az073.mat,20260204_100826_beam2_az073,,20260204_100826,ad2d93e6e9a7602f2193e4312d2fe1d90e734185fadf67325d43c4cceea5505e,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,32,train,20260204_100826_beam2_az082,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az082.mat,,20260204_100826,0,20260204_100826_beam2_az082,20260204_100826,20260204_100826_beam2_az082.mat,20260204_100826_beam2_az082,,20260204_100826,2d3c75667b06255b0c7f839956f2c6f8b83a18e6172ff03a76ce561b31a22139,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,33,train,20260204_100826_beam2_az091,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az091.mat,,20260204_100826,0,20260204_100826_beam2_az091,20260204_100826,20260204_100826_beam2_az091.mat,20260204_100826_beam2_az091,,20260204_100826,72560e35f62ab6883218a8006d2b51207c06973a475774b039326f0e8121e3bd,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,34,train,20260204_100826_beam2_az100,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az100.mat,,20260204_100826,0,20260204_100826_beam2_az100,20260204_100826,20260204_100826_beam2_az100.mat,20260204_100826_beam2_az100,,20260204_100826,686b069f654cd7af4d48ce460dd50e8396382a879cef12366cb1b4dd6d6d1266,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,35,train,20260204_100826_beam2_az109,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az109.mat,,20260204_100826,0,20260204_100826_beam2_az109,20260204_100826,20260204_100826_beam2_az109.mat,20260204_100826_beam2_az109,,20260204_100826,b0a45c969ecfeea13de7640b05f0b88d5b2c2372617d0767af25266601e74f92,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,36,train,20260204_100826_beam2_az118,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az118.mat,,20260204_100826,0,20260204_100826_beam2_az118,20260204_100826,20260204_100826_beam2_az118.mat,20260204_100826_beam2_az118,,20260204_100826,7078b1fafb083cb1f21619c0b98dd4afd0b180c918579a06e4e19b3aae7e496a,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,37,train,20260204_100826_beam2_az127,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az127.mat,,20260204_100826,0,20260204_100826_beam2_az127,20260204_100826,20260204_100826_beam2_az127.mat,20260204_100826_beam2_az127,,20260204_100826,c7b087d0abc774b8378316c0efb7d217fdc9e294faf2156a7ca9b2f32bd79bd2,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,38,train,20260204_100826_beam2_az136,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam2_az136.mat,,20260204_100826,0,20260204_100826_beam2_az136,20260204_100826,20260204_100826_beam2_az136.mat,20260204_100826_beam2_az136,,20260204_100826,e824b34018eb1f65d110187991c50f5ec9fc5ae9390730a339a3c222a19f3d20,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,39,train,20260204_100826_beam2_az145,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az145.mat,,20260204_100826,0,20260204_100826_beam2_az145,20260204_100826,20260204_100826_beam2_az145.mat,20260204_100826_beam2_az145,,20260204_100826,99897c5dc4036c92003c53df52c736dacde666a0a5b1a48851ebcaf6f81be0b9,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,40,train,20260204_100826_beam2_az154,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az154.mat,,20260204_100826,0,20260204_100826_beam2_az154,20260204_100826,20260204_100826_beam2_az154.mat,20260204_100826_beam2_az154,,20260204_100826,18a99b890f1766236d104ebf7b609bb082703d2e9facb77d47aa28fb4137a78f,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,41,train,20260204_100826_beam2_az163,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az163.mat,,20260204_100826,0,20260204_100826_beam2_az163,20260204_100826,20260204_100826_beam2_az163.mat,20260204_100826_beam2_az163,,20260204_100826,a369417998055891b98e480e8abccdf3f455bb976471ef1ebb338d715376eeb1,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,42,train,20260204_100826_beam2_az172,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az172.mat,,20260204_100826,0,20260204_100826_beam2_az172,20260204_100826,20260204_100826_beam2_az172.mat,20260204_100826_beam2_az172,,20260204_100826,d5c9cb974b2cb9d27a89da79d7e23dac6c42c0486050a403831db0a148a13bf6,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,43,train,20260204_100826_beam2_az181,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az181.mat,,20260204_100826,0,20260204_100826_beam2_az181,20260204_100826,20260204_100826_beam2_az181.mat,20260204_100826_beam2_az181,,20260204_100826,ca6b74476d534fe97a00701c2df5c69b202eb7e40ac8d6ea963e417a200d5a9b,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,44,train,20260204_100826_beam2_az190,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az190.mat,,20260204_100826,0,20260204_100826_beam2_az190,20260204_100826,20260204_100826_beam2_az190.mat,20260204_100826_beam2_az190,,20260204_100826,8323684a7ca833118e9aa5803597fdb5624341bc92faf300776462d3a0401919,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,45,train,20260204_100826_beam2_az199,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az199.mat,,20260204_100826,0,20260204_100826_beam2_az199,20260204_100826,20260204_100826_beam2_az199.mat,20260204_100826_beam2_az199,,20260204_100826,d8e9875f0aac618781592afb3da0b484e97c68f5cef00dc7d0ce5e97c8c7faf7,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,46,train,20260204_100826_beam3_az001,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam3_az001.mat,,20260204_100826,0,20260204_100826_beam3_az001,20260204_100826,20260204_100826_beam3_az001.mat,20260204_100826_beam3_az001,,20260204_100826,780d66b630ad2035fc69e65043f09793454aa81877928e5a3bf48cb14b24177c,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,47,train,20260204_100826_beam3_az010,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam3_az010.mat,,20260204_100826,0,20260204_100826_beam3_az010,20260204_100826,20260204_100826_beam3_az010.mat,20260204_100826_beam3_az010,,20260204_100826,0279d7b91a549d2ec7d0274740e828d0de84010888c5f041dd607d6420622183,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,48,train,20260204_100826_beam3_az019,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam3_az019.mat,,20260204_100826,0,20260204_100826_beam3_az019,20260204_100826,20260204_100826_beam3_az019.mat,20260204_100826_beam3_az019,,20260204_100826,1950539c697fa91ab98135fa14bf72d130695cdf02296b269c078f88c12f4dc3,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,49,train,20260204_100826_beam3_az028,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az028.mat,,20260204_100826,0,20260204_100826_beam3_az028,20260204_100826,20260204_100826_beam3_az028.mat,20260204_100826_beam3_az028,,20260204_100826,01cd1fdf5cc3acdf06b86ec9a2ba5d4a20183b6b33c10099bc5b5147b3b29b7f,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,50,train,20260204_100826_beam3_az037,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az037.mat,,20260204_100826,0,20260204_100826_beam3_az037,20260204_100826,20260204_100826_beam3_az037.mat,20260204_100826_beam3_az037,,20260204_100826,2722c8532a7842b26dba252e4fe5b7345575f70bb58754b5cb2cc422aa2d9735,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,51,train,20260204_100826_beam3_az046,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az046.mat,,20260204_100826,0,20260204_100826_beam3_az046,20260204_100826,20260204_100826_beam3_az046.mat,20260204_100826_beam3_az046,,20260204_100826,f5d90e059ce468d68c1b96f15be4f3a6d14bab0fb428ec9433478fe94311db21,
1,/home/tobeornot8259748/projects/balloon_radar_project/results/data_audit/dataset_v4_multifold/fold_01_manifest.csv,52,train,20260204_100826_beam3_az055,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam3_az055.mat,,20260204_100826,0,20260204_100826_beam3_az055,20260204_100826,20260204_100826_beam3_az055.mat,20260204_100826_beam3_az055,,20260204_100826,7e401fbd0e33574540dfd57a82731755fd94cbdfd3e179b3d8c6844f981b2034,
