new_split,original_split,class_name,target_present,sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,label_path,range_index,velocity_index,output_grid_x,output_grid_y
train,train,UAV,1,20260202_144710_beam3,20260202_144710,3,308.54,2160.0,4.2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144710_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144710_beam3.txt,71,41,4,10
train,train,UAV,1,20260202_144710_beam4,20260202_144710,4,308.54,2130.0,4.2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144710_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144710_beam4.txt,70,41,4,10
train,train,UAV,1,20260202_144718_beam1,20260202_144718,1,310.45,2190.0,3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144718_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144718_beam1.txt,72,45,4,11
train,train,UAV,1,20260202_144718_beam2,20260202_144718,2,310.45,2190.0,3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144718_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144718_beam2.txt,72,45,4,11
train,train,UAV,1,20260202_144718_beam3,20260202_144718,3,310.45,2190.0,3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144718_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144718_beam3.txt,72,45,4,11
train,train,UAV,1,20260202_144718_beam4,20260202_144718,4,310.45,2190.0,3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144718_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144718_beam4.txt,72,45,4,11
train,test,UAV,1,20260202_144727_beam1,20260202_144727,1,311.14,2160.0,-1.46,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144727_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144727_beam1.txt,71,72,4,18
train,test,UAV,1,20260202_144727_beam2,20260202_144727,2,310.14,2190.0,-1.46,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144727_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144727_beam2.txt,72,72,4,18
train,test,UAV,1,20260202_144727_beam3,20260202_144727,3,310.14,2220.0,-1.46,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144727_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144727_beam3.txt,73,72,4,18
train,test,UAV,1,20260202_144727_beam4,20260202_144727,4,310.14,2190.0,-1.46,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144727_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144727_beam4.txt,72,72,4,18
train,test,UAV,1,20260202_144735_beam1,20260202_144735,1,311.85,2160.0,-2.38,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144735_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144735_beam1.txt,71,77,4,19
train,test,UAV,1,20260202_144735_beam2,20260202_144735,2,310.85,2190.0,-2.38,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144735_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144735_beam2.txt,72,77,4,19
train,test,UAV,1,20260202_144735_beam3,20260202_144735,3,311.85,2190.0,-2.38,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144735_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144735_beam3.txt,72,77,4,19
train,test,UAV,1,20260202_144735_beam4,20260202_144735,4,311.85,2190.0,-2.38,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144735_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144735_beam4.txt,72,77,4,19
train,train,UAV,1,20260202_144751_beam1,20260202_144751,1,312.01,2160.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144751_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144751_beam1.txt,71,90,4,22
train,train,UAV,1,20260202_144751_beam2,20260202_144751,2,312.01,2160.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144751_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144751_beam2.txt,71,90,4,22
train,train,UAV,1,20260202_144751_beam3,20260202_144751,3,312.01,2160.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144751_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144751_beam3.txt,71,90,4,22
train,train,UAV,1,20260202_144751_beam4,20260202_144751,4,312.01,2160.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144751_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144751_beam4.txt,71,90,4,22
train,train,UAV,1,20260202_144751_beam5,20260202_144751,5,312.01,2160.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144751_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144751_beam5.txt,71,90,4,22
train,train,UAV,1,20260202_144800_beam1,20260202_144800,1,311.28,2100.0,-5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144800_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144800_beam1.txt,69,94,4,23
train,train,UAV,1,20260202_144800_beam2,20260202_144800,2,311.28,2100.0,-5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144800_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144800_beam2.txt,69,94,4,23
train,train,UAV,1,20260202_144800_beam3,20260202_144800,3,311.28,2100.0,-5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144800_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144800_beam3.txt,69,94,4,23
train,train,UAV,1,20260202_144800_beam4,20260202_144800,4,310.26,2100.0,-5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144800_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144800_beam4.txt,69,94,4,23
train,test,UAV,1,20260202_144808_beam1,20260202_144808,1,310.72,2040.0,-5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144808_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144808_beam1.txt,67,94,4,23
train,test,UAV,1,20260202_144808_beam2,20260202_144808,2,310.72,2040.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144808_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144808_beam2.txt,67,95,4,23
train,test,UAV,1,20260202_144808_beam3,20260202_144808,3,310.72,2040.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144808_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144808_beam3.txt,67,95,4,23
train,test,UAV,1,20260202_144808_beam4,20260202_144808,4,310.72,2070.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144808_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144808_beam4.txt,68,95,4,23
train,val,UAV,1,20260202_144816_beam1,20260202_144816,1,311.14,2040.0,2.56,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144816_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144816_beam1.txt,67,50,4,12
train,val,UAV,1,20260202_144816_beam2,20260202_144816,2,310.14,2010.0,2.56,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144816_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144816_beam2.txt,66,50,4,12
train,val,UAV,1,20260202_144816_beam3,20260202_144816,3,311.14,2040.0,2.56,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144816_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144816_beam3.txt,67,50,4,12
train,val,UAV,1,20260202_144816_beam4,20260202_144816,4,311.14,2010.0,2.56,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144816_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144816_beam4.txt,66,50,4,12
train,val,UAV,1,20260202_144816_beam5,20260202_144816,5,311.14,2010.0,2.56,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144816_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144816_beam5.txt,66,50,4,12
train,train,UAV,1,20260202_144825_beam1,20260202_144825,1,311.13,2070.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144825_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144825_beam1.txt,68,35,4,8
train,train,UAV,1,20260202_144825_beam2,20260202_144825,2,311.13,2070.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144825_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144825_beam2.txt,68,35,4,8
train,train,UAV,1,20260202_144825_beam3,20260202_144825,3,311.13,2040.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144825_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144825_beam3.txt,67,36,4,9
train,train,UAV,1,20260202_144825_beam4,20260202_144825,4,310.14,2070.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144825_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144825_beam4.txt,68,35,4,8
train,train,UAV,1,20260202_144825_beam5,20260202_144825,5,310.14,2040.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144825_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144825_beam5.txt,67,35,4,8
train,train,UAV,1,20260202_144833_beam1,20260202_144833,1,310.72,2100.0,5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144833_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144833_beam1.txt,69,34,4,8
train,train,UAV,1,20260202_144833_beam2,20260202_144833,2,309.73,2100.0,5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144833_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144833_beam2.txt,69,34,4,8
train,train,UAV,1,20260202_144833_beam3,20260202_144833,3,309.73,2100.0,5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144833_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144833_beam3.txt,69,34,4,8
train,train,UAV,1,20260202_144833_beam4,20260202_144833,4,309.73,2100.0,5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144833_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144833_beam4.txt,69,34,4,8
train,train,UAV,1,20260202_144833_beam5,20260202_144833,5,310.72,2100.0,5.48,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144833_beam5.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144833_beam5.txt,69,34,4,8
train,test,UAV,1,20260202_144841_beam1,20260202_144841,1,311.27,2160.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144841_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144841_beam1.txt,71,35,4,8
train,test,UAV,1,20260202_144841_beam2,20260202_144841,2,310.26,2160.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144841_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144841_beam2.txt,71,36,4,9
train,test,UAV,1,20260202_144841_beam3,20260202_144841,3,310.26,2130.0,5.3,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144841_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144841_beam3.txt,70,35,4,8
train,test,UAV,1,20260202_144841_beam4,20260202_144841,4,310.26,2130.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144841_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144841_beam4.txt,70,36,4,9
train,train,UAV,1,20260202_144849_beam1,20260202_144849,1,310.6,2190.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144849_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144849_beam1.txt,72,36,4,9
train,train,UAV,1,20260202_144849_beam2,20260202_144849,2,310.6,2190.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144849_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144849_beam2.txt,72,36,4,9
train,train,UAV,1,20260202_144849_beam3,20260202_144849,3,310.6,2190.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144849_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144849_beam3.txt,72,36,4,9
train,train,UAV,1,20260202_144849_beam4,20260202_144849,4,310.6,2220.0,5.12,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144849_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144849_beam4.txt,73,36,4,9
train,test,UAV,1,20260202_144857_beam1,20260202_144857,1,310.39,2220.0,-3.11,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144857_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144857_beam1.txt,73,81,4,20
train,test,UAV,1,20260202_144857_beam2,20260202_144857,2,310.39,2190.0,-3.11,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144857_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144857_beam2.txt,72,81,4,20
train,test,UAV,1,20260202_144857_beam3,20260202_144857,3,310.39,2220.0,-3.11,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144857_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144857_beam3.txt,73,81,4,20
train,test,UAV,1,20260202_144857_beam4,20260202_144857,4,310.39,2190.0,-3.11,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144857_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/Labels/20260202_144857_beam4.txt,72,81,4,20
train,val,UAV,1,20260202_144906_beam1,20260202_144906,1,310.47,2130.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144906_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144906_beam1.txt,70,95,4,23
train,val,UAV,1,20260202_144906_beam2,20260202_144906,2,310.47,2130.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144906_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144906_beam2.txt,70,95,4,23
train,val,UAV,1,20260202_144906_beam3,20260202_144906,3,310.47,2130.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144906_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144906_beam3.txt,70,95,4,23
train,val,UAV,1,20260202_144906_beam4,20260202_144906,4,310.47,2130.0,-5.66,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144906_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/Labels/20260202_144906_beam4.txt,70,95,4,23
train,train,UAV,1,20260202_144914_beam1,20260202_144914,1,310.21,2130.0,-5.85,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144914_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144914_beam1.txt,70,96,4,24
train,train,UAV,1,20260202_144914_beam2,20260202_144914,2,310.21,2100.0,-5.85,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144914_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144914_beam2.txt,69,96,4,24
train,train,UAV,1,20260202_144914_beam3,20260202_144914,3,310.21,2100.0,-5.85,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144914_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144914_beam3.txt,69,96,4,24
train,train,UAV,1,20260202_144914_beam4,20260202_144914,4,311.19,2130.0,-5.85,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144914_beam4.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144914_beam4.txt,70,96,4,24
train,train,UAV,1,20260202_144922_beam1,20260202_144922,1,311.42,2040.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144922_beam1.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144922_beam1.txt,67,90,4,22
train,train,UAV,1,20260202_144922_beam2,20260202_144922,2,310.42,2070.0,-4.57,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144922_beam2.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144922_beam2.txt,68,89,4,22
train,train,UAV,1,20260202_144922_beam3,20260202_144922,3,310.42,2070.0,-4.75,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144922_beam3.mat,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/Labels/20260202_144922_beam3.txt,68,90,4,22
