sample_id,split,target_present,mat_path,iq_shape,peak_velocity_index,peak_range_index,global_zdr_median,global_zdr_iqr,global_rho_mean,global_rho_median,global_phase_resultant,finite_fraction,peak_zdr_mean,peak_zdr_median,peak_zdr_std,peak_rho_mean,peak_rho_median,peak_rho_p10,peak_phase_resultant,peak_phase_cos_mean,peak_phase_sin_mean,peak_stokes_s1_mean,peak_stokes_s2_mean,peak_stokes_s3_mean,true_range_index,true_velocity_index,target_zdr_mean,target_zdr_median,target_zdr_std,target_rho_mean,target_rho_median,target_rho_p10,target_phase_resultant,target_phase_cos_mean,target_phase_sin_mean,target_stokes_s1_mean,target_stokes_s2_mean,target_stokes_s3_mean
20260204_100739_beam4_az181,test,0,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az181.mat,"(128, 100)",64,9,0.08352334797382355,2.9497362971305847,0.3560084553327761,0.3211912512779236,0.03389958292245865,1.0,-0.7657048273086547,-0.7657595872879028,0.0032527706364591895,0.9999915528297424,0.9999994039535522,0.9999745607376098,0.9999996423721313,0.7613822460174561,-0.6483026647567749,-0.08792736142873764,0.7584268927574158,0.6457862138748169,-1,-1,,,,,,,,,,,,
20260204_100739_beam4_az253,test,0,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam4_az253.mat,"(128, 100)",64,9,-0.08736034855246544,3.1153944730758667,0.35851805700933254,0.328850656747818,0.08406839519739151,1.0,-0.7676026463508606,-0.7673628926277161,0.0024580533062637643,0.9999910163879394,0.9999991655349731,0.9999728083610535,0.9999996423721313,0.7617119288444519,-0.6479152917861939,-0.08814416825771332,0.7587403011322021,0.645387589931488,-1,-1,,,,,,,,,,,,
20260204_100739_beam5_az109,test,0,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam5_az109.mat,"(128, 100)",64,9,-0.0020350825507193804,3.2041783332824707,0.35515294267208447,0.3292970657348633,0.05046690255403519,1.0,0.733604576587677,0.7590796947479248,0.04401733490625688,0.9999086618423462,0.9999940991401672,0.9997435450553894,0.9999919533729553,0.9292748928070068,0.3693668949604034,0.08425697594881058,0.9258743834495544,-0.36801393032073976,-1,-1,,,,,,,,,,,,
20260204_100739_beam5_az190,test,0,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam5_az190.mat,"(128, 100)",64,9,0.024104674346745014,3.062877833843231,0.3691223180757515,0.33402901887893677,0.033843111246824265,1.0,1.4647984313964844,1.4689494371414185,0.006665188169216333,0.999973270893097,0.9999998807907104,0.9999180674552918,0.9999977946281433,0.6703765273094178,-0.7420180678367615,0.16706032633781434,0.6609377861022949,0.7315703439712524,-1,-1,,,,,,,,,,,,
20260202_144238_beam4,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144238_beam4.mat,"(128, 100)",64,9,0.04101761803030968,3.254022240638733,0.3820602018211321,0.3441101908683777,0.04198265075683594,1.0,0.7190257215499878,0.7254508137702942,0.009805701308081085,0.999994204044342,0.9999999403953552,0.999982500076294,0.9999998807907104,0.6008837652206421,-0.7993363189697266,0.08259221851825714,0.5988269138336182,0.7966002202033997,67,76,-13.312439460754394,-13.325950622558594,0.07754722466710548,0.9949977993965149,0.9951666593551636,0.9934375882148743,0.9999169707298279,0.496230890750885,-0.8680949497222901,-0.9108648371696472,0.20373564779758455,0.35647518157958985
20260202_144246_beam1,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam1.mat,"(128, 100)",64,25,0.1973319724202156,3.253529906272888,0.3697087773013709,0.33484697341918945,0.04280390590429306,1.0,2.2921206898987294,1.8296680450439453,2.658191503814467,0.9414146399497986,0.9519351124763489,0.8507469534873963,0.9981759190559387,0.9588115382194519,0.27755270183086395,0.23519388269633054,0.8421874451637268,-0.25091328799724577,67,74,-11.507562866210938,-11.800155639648438,0.5572619083485122,0.98398197889328,0.9846534729003906,0.9792475581169129,0.9996906518936157,0.6481038284301758,-0.76114581823349,-0.8670907998085022,0.31735453605651853,0.3719782280921936
20260202_144246_beam2,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam2.mat,"(128, 100)",64,9,-0.14652513712644577,3.1769294142723083,0.3807444016431236,0.3405882567167282,0.07586702704429626,1.0,-1.0263994359970092,-1.0152709484100342,0.01686983523529147,0.9999668836593628,0.9999998211860657,0.9998983144760132,0.9999987483024597,0.668484845161438,-0.74372407913208,-0.11762119024991989,0.6638210415840149,0.7385359907150268,67,74,-11.620440139770508,-11.662931442260742,0.2271868474621619,0.9969637751579284,0.9969406127929688,0.9954873204231263,0.9999631643295288,0.6442592525482178,-0.7647589921951294,-0.8710111618041992,0.3154445850849152,0.37440311789512637
20260202_144246_beam3,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam3.mat,"(128, 100)",64,9,-0.15863575041294098,3.2685363590717316,0.3775653263149252,0.33996257185935974,0.06442990899085999,1.0,0.11267413407564163,0.12591207027435303,0.018733249307938172,0.99997483253479,0.9999998807907104,0.9999227166175843,0.9999998807907104,0.6518965768814087,-0.7583077096939087,0.012971303462982177,0.6518238067626954,0.7582230663299561,66,74,-12.174278678894042,-12.178886413574219,0.03807902040149742,0.9985783457756042,0.9985284209251404,0.99801584482193,0.9999738931655884,0.6045187139511108,-0.796558313369751,-0.885696702003479,0.28025601744651796,0.36928334951400754
20260202_144246_beam5,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam5.mat,"(128, 100)",64,9,-0.14214733988046646,3.1205161809921265,0.36769546770021405,0.3378008306026459,0.06994049996137619,1.0,-0.7724050092697143,-0.7729260921478271,0.0016822179995270397,0.9999175095558166,0.9999990463256836,0.9997454404830932,0.9999935030937195,0.758482928276062,-0.6516829371452332,-0.08869274079799652,0.7554316973686218,0.6490608310699463,66,74,-12.038421020507812,-12.004549026489258,0.7043789886312982,0.9700453400611877,0.9721615314483643,0.9597798705101013,0.999683678150177,0.5979707479476929,-0.8011232185363769,-0.8809984803199769,0.27415144324302676,0.36617483258247374
20260202_144254_beam4,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144254_beam4.mat,"(128, 100)",64,9,0.15007108449935913,3.0802251398563385,0.36699468573984634,0.3308289647102356,0.08457102626562119,1.0,0.7201847076416016,0.7269529104232788,0.009700606360521216,0.9999933195114136,0.9999998807907104,0.9999796152114868,0.9999999403953552,0.6007610487937928,-0.7994285297393798,0.08272474080324173,0.5986974930763245,0.7966826367378235,66,75,-12.926747550964356,-12.96175765991211,0.1812222229656021,0.9926276159286499,0.9923083186149597,0.9903322935104371,0.9999507665634155,0.17766884386539458,-0.9840403246879578,-0.9029291105270386,0.07574154078960418,0.41973670840263366
20260202_144302_beam1,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144302_beam1.mat,"(128, 100)",64,25,0.01782863400876522,3.095565587282181,0.36717352464609576,0.3314046710729599,0.11233320087194443,1.0,3.087079637050629,2.7721195220947266,1.902712595038167,0.9548303389549255,0.9719082117080688,0.8684050083160401,0.9992547631263733,0.9914380311965942,0.12474329084157944,0.32668102741241456,0.8775736951828003,-0.11325892105698586,65,76,-12.337668380737306,-12.2295560836792,0.23339461079829335,0.9820245623588562,0.9847520589828491,0.9765912294387817,0.9999336004257202,-0.12823728501796722,-0.9916765761375427,-0.8895549559593201,-0.05747150138020515,0.44473105669021606
20260202_144302_beam5,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144302_beam5.mat,"(128, 100)",64,9,-0.07842395454645157,2.857765167951584,0.36023889899874123,0.32500945031642914,0.06467384845018387,1.0,-0.7678683495521545,-0.7674610018730164,0.0018620966551340511,0.9999188232421875,0.9999992847442627,0.9997501492500305,0.9999932050704956,0.7583567070960998,-0.6518293380737304,-0.08817452251911163,0.7553418469429016,0.6492374897003174,66,76,-12.107444763183594,-12.064802169799805,0.25997910100002675,0.9473162794113159,0.9455431699752808,0.9138983249664306,0.9934179782867432,-0.21477086767554282,-0.969924054145813,-0.8838583159446717,-0.09449162535835058,0.4296570003032684
20260202_144311_beam2,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144311_beam2.mat,"(128, 100)",64,9,-0.10982470959424973,3.039529472589493,0.37495478966766316,0.3394197076559067,0.10779847204685211,1.0,-1.024891676902771,-1.0139708518981934,0.016744810832203975,0.9999669623374939,0.9999997019767761,0.9998984336853027,0.999998927116394,0.6686966824531555,-0.7435338687896729,-0.11745000779628753,0.6640450429916381,0.7383622288703918,66,45,-8.470620002746582,-8.469887733459473,0.02495161849420499,0.9995373177528382,0.9995803833007812,0.9993118286132813,0.9999960660934448,0.9975049924850464,0.0705411559343338,-0.7509848475456238,0.6583644914627075,-0.046556926220655444
20260202_144319_beam2,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144319_beam2.mat,"(128, 100)",64,9,-0.31656840443611145,3.074544996023178,0.3781943694869551,0.3415174037218094,0.06623143702745438,1.0,-1.0263129568099976,-1.0152255296707153,0.015919914418951693,0.9999663186073303,0.9999997019767761,0.9998960137367249,0.999998927116394,0.6685343647003174,-0.743679735660553,-0.11761141866445542,0.6638707709312439,0.7384925174713135,67,52,-7.126006908416748,-7.081596851348877,0.06675030896277562,0.999567084312439,0.9995970129966736,0.9994476199150085,0.9999948143959045,0.9999277329444886,0.011587079865857958,-0.6752723026275634,0.7371741914749146,-0.008547139018774033
20260202_144319_beam4,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144319_beam4.mat,"(128, 100)",64,9,0.026509946212172508,3.0825904309749603,0.3702480699000262,0.33131153881549835,0.09538573026657104,1.0,0.7193611931800842,0.7259731292724609,0.010288226230368876,0.9999933362007141,0.9999998807907104,0.9999798536300659,0.9999998807907104,0.6007892036437988,-0.7994073414802552,0.08263056576251984,0.5987302017211914,0.7966677260398864,67,52,-7.283029022216797,-7.2590813636779785,0.0582945579772375,0.999009792804718,0.9990654587745667,0.9984301805496216,0.9999821782112122,0.9998737120628357,0.01472406130284071,-0.6849919199943543,0.7277210092544556,-0.010722892601042986
20260202_144327_beam5,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144327_beam5.mat,"(128, 100)",64,9,0.03607279993593693,3.1327628791332245,0.3632531514326183,0.33076098561286926,0.03899243474006653,1.0,-0.7680324912071228,-0.7688195109367371,0.003019433273375144,0.9999161624908447,0.9999992847442627,0.9997412919998169,0.9999929666519165,0.758477509021759,-0.6516883683204651,-0.08819326668977738,0.75545893907547,0.6490941572189332,67,52,-7.842612552642822,-7.934322834014893,0.3568592119846425,0.9774194884300232,0.977978527545929,0.9652352809906006,0.9994556307792664,0.998703498840332,0.03876746220747009,-0.7171243786811828,0.6796508479118347,-0.02668667819816619
20260202_144335_beam1,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144335_beam1.mat,"(128, 100)",64,25,0.04662931151688099,3.0510261952877045,0.3729720379853825,0.33587411046028137,0.08387671411037445,1.0,3.6685511660575867,3.509901762008667,2.1284933382730995,0.9511730265617371,0.9608473181724548,0.8696058630943299,0.9957661628723145,0.956801495552063,0.2758285403251648,0.379602364897728,0.8185458159446717,-0.2465389749407768,68,52,-7.310480556488037,-7.340154647827148,0.11391564806846567,0.9943720126152038,0.994275689125061,0.9927994966506958,0.9998152852058411,0.999791316986084,-0.006921979503240436,-0.6866195631027222,0.7227161335945129,0.004905765333678574
20260202_144335_beam2,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144335_beam2.mat,"(128, 100)",64,9,-0.25971369445323944,3.0654867589473724,0.37481209354516976,0.33801648020744324,0.13499312102794647,1.0,-1.0267344284057618,-1.0154829025268555,0.016809886590964346,0.999966835975647,0.9999997019767761,0.9998979210853577,0.9999988079071045,0.6685112786293029,-0.7437004208564758,-0.11765922635793685,0.6638442707061768,0.7385091090202331,68,51,-7.814133796691895,-7.822990894317627,0.041498284405691095,0.9996646451950073,0.9997146725654602,0.9994609594345093,0.9999904036521912,0.9999865579605103,0.002750449359882623,-0.7161123323440551,0.6977337503433227,-0.0019138459983514622
20260202_144335_beam5,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144335_beam5.mat,"(128, 100)",64,9,-0.18071790039539337,3.0281060338020325,0.37175409338058674,0.3414367735385895,0.11132975667715073,1.0,-0.7722103500366211,-0.7715571522712708,0.003037164691050028,0.9999219655990601,0.999999463558197,0.9997617244720459,0.9999918341636658,0.7584880232810974,-0.651674485206604,-0.08867049932479859,0.7554416823387146,0.6490564680099488,68,52,-8.212863616943359,-8.267007827758789,0.22296965012254302,0.9815501928329468,0.9840112924575806,0.9725456953048706,0.9992005825042725,0.9970270276069642,-0.06587094210553915,-0.7375354766845703,0.6606261301040649,0.0436699613253586
20260202_144344_beam4,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144344_beam4.mat,"(128, 100)",64,9,0.1786409616470337,2.9736735820770264,0.37605848914237866,0.34120191633701324,0.07787737250328064,1.0,0.719664032459259,0.7273116707801819,0.011066038559805112,0.9999930715560913,0.9999999403953552,0.9999790191650391,0.9999998807907104,0.600853214263916,-0.7993592572212219,0.08266517519950867,0.5987920498847962,0.7966172122955322,68,52,3.335001516342163,3.465601921081543,0.3427318051640949,0.984772629737854,0.9905644655227661,0.962987220287323,0.9998226761817932,0.1652076041698456,0.9860791230201721,0.3656530213356018,0.15143897801637649,-0.9031252121925354
20260202_144352_beam1,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144352_beam1.mat,"(128, 100)",64,25,-0.014940517488867044,3.039981186389923,0.37588095796993004,0.34128817915916443,0.05062604323029518,1.0,2.5619858264923097,2.2753875255584717,2.8750333925381404,0.9420876669883728,0.9384140968322754,0.8593744397163391,0.9987956881523132,0.9054187655448913,0.42167489290237425,0.25935307793319223,0.7840766954421997,-0.37081197202205657,69,80,4.701119041442871,4.628117561340332,0.32586049648714893,0.9700761985778809,0.9710162281990051,0.9599015831947326,0.9989293813705444,0.9380488395690918,0.34340112686157226,0.4933956146240234,0.7910984134674073,-0.28912906229496005
20260202_144352_beam2,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144352_beam2.mat,"(128, 100)",64,9,-0.22658754140138626,3.100927084684372,0.3727305000358865,0.3336866796016693,0.08831046521663666,1.0,-1.0248385238647462,-1.0132176876068115,0.017047033685841945,0.9999657154083252,0.9999996423721313,0.9998943448066712,0.9999986886978149,0.668762469291687,-0.7434743475914002,-0.11744395673274993,0.6641099429130555,0.7383027076721191,69,79,4.179734125137329,4.27835750579834,0.37763824266815793,0.9887598896026611,0.9903187155723572,0.9790428519248963,0.9998562932014465,0.9511421036720276,0.30828757166862486,0.44654446601867676,0.8406141781806946,-0.27242475271224975
20260202_144352_beam5,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144352_beam5.mat,"(128, 100)",64,9,0.022791074588894844,3.205022782087326,0.3718049999386494,0.33853791654109955,0.059015434235334396,1.0,-0.7666184854507446,-0.7660071849822998,0.001252335862808329,0.9999214124679565,0.9999993443489075,0.9997579455375671,0.9999926090240479,0.7583532428741455,-0.6518324279785156,-0.08803174674510955,0.7553499531745911,0.6492504525184631,69,80,5.034131860733032,5.08293342590332,1.5386572790917405,0.7664703202247619,0.7869963645935059,0.7004128336906433,0.9612354040145874,0.9326615786552429,0.23262841694056988,0.5106969267129898,0.6014852118492127,-0.1569531421083957
20260202_144417_beam3,test,1,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144417_beam3.mat,"(128, 100)",64,9,-0.011186426039785147,3.0998678505420685,0.37259474034046436,0.3350001722574234,0.07685405015945435,1.0,0.11363770097494125,0.12674172222614288,0.017290404411109347,0.9999761343002319,0.9999998807907104,0.9999268651008606,0.9999998807907104,0.6519726133346557,-0.758242347240448,0.013082227446138859,0.6518999648094177,0.7581578564643859,67,83,-7.616886825561523,-7.643591403961182,0.1258488505130083,0.9966314315795899,0.9973484873771667,0.9936310768127441,0.9997804760932922,-0.8167874908447266,-0.5765581226348877,-0.704801790714264,-0.577492606639862,0.4074867391586304
20260204_100826_beam1_az019,train,0,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az019.mat,"(128, 100)",64,36,-0.09299905225634575,1.8949764370918274,0.6508527222096382,0.6874098777770996,0.2667011618614197,1.0,-1.159291009902954,-1.2236086130142212,0.39157032458757496,0.990144739151001,0.9930741786956787,0.9697224497795105,0.998755156993866,-0.9086810064315796,0.41450046420097353,-0.13241524398326873,-0.8909167122840881,-0.40625733733177183,-1,-1,,,,,,,,,,,,
